Index,RTT (μs),CWND (B),Bytes In Flight (B)
1145,399,40960,4085
1146,399,40960,4109
1147,409,40960,0
1148,409,40960,95
1149,409,40960,190
1150,391,40960,0
1151,391,40960,33
1152,391,40960,1474
1153,391,40960,2915
1154,391,40960,4356
1155,391,40960,4517
1156,435,40960,0
1157,435,40960,95
1158,416,40960,0
1159,416,40960,95
1160,393,40960,0
1161,393,40960,95
1162,393,40960,190
1163,380,40960,0
1164,380,40960,95
1165,376,40960,0
1166,376,40960,33
1167,376,40960,1474
1168,376,40960,2915
1169,376,40960,4356
1170,376,40960,4560
1171,376,40960,4584
1172,423,40960,0
1173,423,40960,102
1174,423,40960,197
1175,404,40960,0
1176,404,40960,33
1177,404,40960,1474
1178,404,40960,2915
1179,404,40960,4356
1180,404,40960,4508
1181,456,40960,0
1182,456,40960,95
1183,456,40960,190
1184,426,40960,0
1185,426,40960,95
1186,426,40960,190
1187,399,40960,0
1188,399,40960,33
1189,399,40960,1474
1190,399,40960,2915
1191,399,40960,4356
1192,399,40960,4605
1193,501,40960,0
1194,501,40960,95
1195,501,40960,190
1196,469,40960,0
1197,469,40960,95
1198,441,40960,0
1199,441,40960,95
1200,419,40960,0
1201,419,40960,33
1202,419,40960,1474
1203,419,40960,2915
1204,419,40960,4263
1205,460,40960,0
1206,460,40960,95
1207,460,40960,190
1208,438,40960,0
1209,438,40960,33
1210,438,40960,1474
1211,438,40960,2915
1212,438,40960,4119
1213,438,40960,4143
1214,477,40960,0
1215,477,40960,95
1216,477,40960,190
1217,448,40960,0
1218,448,40960,95
1219,424,40960,0
1220,424,40960,95
1221,409,40960,0
1222,409,40960,95
1223,397,40960,0
1224,397,40960,33
1225,397,40960,1474
1226,397,40960,2915
1227,397,40960,3958
1228,397,40960,3982
1229,433,40960,0
1230,433,40960,95
1231,410,40960,0
1232,410,40960,102
1233,389,40960,0
1234,389,40960,33
1235,389,40960,1474
1236,389,40960,2915
1237,389,40960,4299
1238,389,40960,4323
1239,389,40960,4417
1240,451,40960,94
1241,451,40960,188
1242,429,40960,0
1243,429,40960,95
1244,429,40960,191
1245,406,40960,0
1246,406,40960,33
1247,406,40960,1474
1248,406,40960,2915
1249,406,40960,4356
1250,406,40960,4577
1251,406,40960,4601
1252,457,40960,0
1253,457,40960,96
1254,457,40960,193
1255,434,40960,0
1256,434,40960,33
1257,434,40960,1474
1258,434,40960,2915
1259,434,40960,4356
1260,434,40960,4609
1261,434,40960,4704
1262,417,40960,0
1263,417,40960,97
1264,400,40960,0
1265,400,40960,96
1266,400,40960,192
1267,385,40960,0
1268,385,40960,33
1269,385,40960,1474
1270,385,40960,2915
1271,385,40960,4356
1272,385,40960,4659
1273,433,40960,0
1274,433,40960,96
1275,433,40960,192
1276,408,40960,0
1277,408,40960,96
1278,395,40960,0
1279,395,40960,96
1280,395,40960,192
1281,378,40960,0
1282,378,40960,33
1283,378,40960,1474
1284,378,40960,2915
1285,378,40960,4356
1286,378,40960,4832
1287,439,40960,0
1288,439,40960,96
1289,439,40960,192
1290,415,40960,0
1291,415,40960,33
1292,415,40960,1474
1293,415,40960,2915
1294,415,40960,4356
1295,415,40960,4641
1296,415,40960,4665
1297,426,40960,0
1298,426,40960,96
1299,426,40960,192
1300,396,40960,0
1301,396,40960,96
1302,396,40960,192
1303,380,40960,0
1304,380,40960,33
1305,380,40960,1474
1306,380,40960,2915
1307,380,40960,4052
1308,380,40960,4076
1309,389,40960,0
1310,389,40960,95
1311,389,40960,189
1312,371,40960,0
1313,371,40960,40
1314,371,40960,1481
1315,371,40960,2922
1316,371,40960,4201
1317,434,40960,0
1318,434,40960,95
1319,434,40960,189
1320,408,40960,0
1321,408,40960,96
1322,408,40960,190
1323,398,40960,0
1324,398,40960,33
1325,398,40960,1474
1326,398,40960,2915
1327,398,40960,3797
1328,398,40960,3821
1329,425,40960,0
1330,425,40960,94
1331,425,40960,190
1332,401,40960,0
1333,401,40960,96
1334,376,40960,0
1335,376,40960,33
1336,376,40960,1474
1337,376,40960,2915
1338,376,40960,4254
1339,376,40960,4278
1340,417,40960,0
1341,417,40960,98
1342,417,40960,198
1343,400,40960,0
1344,400,40960,98
1345,400,40960,196
1346,388,40960,0
1347,388,40960,33
1348,388,40960,1474
1349,388,40960,2915
1350,388,40960,4356
1351,388,40960,4498
1352,442,40960,0
1353,442,40960,96
1354,442,40960,192
1355,421,40960,0
1356,421,40960,32
1357,421,40960,1473
1358,421,40960,2914
1359,421,40960,4355
1360,421,40960,4630
1361,421,40960,4726
1362,397,40960,0
1363,397,40960,96
1364,374,40960,0
1365,374,40960,103
1366,374,40960,199
1367,363,40960,0
1368,363,40960,32
1369,363,40960,1473
1370,363,40960,2914
1371,363,40960,4355
1372,363,40960,5796
1373,363,40960,7237
1374,363,40960,7315
1375,363,40960,7339
1376,411,40960,0
1377,411,40960,95
1378,411,40960,190
1379,394,40960,0
1380,394,40960,95
1381,394,40960,190
1382,378,40960,0
1383,378,40960,95
1384,363,40960,0
1385,363,40960,32
1386,363,40960,1473
1387,363,40960,2914
1388,363,40960,4355
1389,363,40960,4531
1390,416,40960,0
1391,416,40960,95
1392,416,40960,190
1393,397,40960,0
1394,397,40960,32
1395,397,40960,1473
1396,397,40960,2914
1397,397,40960,4355
1398,397,40960,4439
1399,397,40960,4463
1400,456,40960,0
1401,456,40960,95
1402,456,40960,190
1403,432,40960,0
1404,432,40960,95
1405,432,40960,190
1406,399,40960,0
1407,399,40960,32
1408,399,40960,1473
1409,399,40960,2914
1410,399,40960,4355
1411,399,40960,4593
1412,419,40960,0
1413,419,40960,95
1414,419,40960,190
1415,393,40960,0
1416,393,40960,32
1417,393,40960,1473
1418,393,40960,2914
1419,393,40960,4321
1420,393,40960,4345
1421,383,40960,0
1422,383,40960,95
1423,383,40960,190
1424,378,40960,0
1425,378,40960,95
